X,Y,Z
0.0,0.0,0.0
0.01,0.01,0.0
0.019000000000000003,0.019000000000000003,0.0
0.028000000000000004,0.028000000000000004,0.0
0.037000000000000005,0.037000000000000005,0.0
0.046000000000000006,0.046000000000000006,0.0
0.05500000000000001,0.05500000000000001,0.0
0.064,0.064,0.0
0.073,0.073,0.0
0.082,0.082,0.0
0.09100000000000001,0.09100000000000001,0.0
0.1,0.1,0.0
