X,Y,Z
0.0,0.0,0.0
0.01,0.03825918909333052,0.0
0.019000000000000003,0.06786624934542708,0.0
0.028000000000000004,0.08908805398812886,0.0
0.037000000000000005,0.09930253007445508,0.0
0.046000000000000006,0.0972476218148785,0.0
0.05500000000000001,0.08317722464603516,0.0
0.064,0.05882981502602339,0.0
0.073,0.02721365192096495,0.0
0.082,-0.007764910456534949,0.0
0.09100000000000001,-0.04178407461194203,0.0
0.1,-0.07064058208007826,0.0
